tweet,label
I finally finished photos for wedding card - D200 rulez! ,positive
Heprim is not working. They put in a second line for more heprin. She's cracked out on pain meds. ,negative
omg lol my tongue is so sore coz i burnt it on hot chocolate!! ,negative
Damn EA E3 conference feed is constantly buffering  #e3,negative
"@beckiejonas Hey! I'm great, how are you? That's really awesome you got to see Taylor play in London! ",positive
Getting hair dyed later - have only had highlights once before. Might go a bit more radical this time. Have told Loved Husb will go pink ,positive
"@JusMeLisa  aunty gerrie's brother, my dads brother too ",negative
"@LadyRaven Again, i have no idea what Lovecats is! So outta the loop these days ",negative
watching Maricar Reyes Scandal (from the Modes Commercial) and K.halili Scandal. galing galing  ... made my day complete,positive
@azrael2393  Maybe this works: http://web189.server7.webplus24.de/blackberry.3GP,negative
&quot;âThat dessert my mom made looks like a whole container of sperm.â?&quot; - - Chris Chang  hahah http://tumblr.com/xyx22136p,positive
@TatiZ90 I thought @fred_rico was the best boss ever?! ,negative
@mtvawards it's really cool  i'm so excited to get the latest news about  the mtv awards. thanks a lot!!!! ,positive
@RPreston05 what am I gonna do without my Backy for 4 whole days?! My partner in crime is gone  have fun at home and relax! Love you!,negative
@mikasounds good luck tomorrow night! I cannot wait til the London show ,positive
I will have a good day today.   ,positive
Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office. ,negative
"@rocsidiaz,@djprostyle Did @TerrenceJ106 fall off the MAP? or is he still havin technical difficulties wit his iphone  enjoy y'all nit ...",negative
@Total911 Agreed! ,negative
@PaganVixen Confession: I would love to have a love-bot. ,positive
ow my tummy hurts ,negative
Finally. My updates are turned on. It's taken about 3hrs ,negative
What a f*cked up end!! I hate prison break now ,negative
gulps! Chun-Li looks so ... muscular.  http://bit.ly/Thu1l,negative
i wish i could see my mom for mother's day ,negative
@crisangwich real good  how are you?,positive
"OH: @hobosexual also it's not letting me on at all fml  i needed to go to bed anyway, ILUSM. http://tinyurl.com/mlp3ar",negative
"@danalajeunesse Ugh, I know how that is. You'll do great though, girl! ",positive
@creativeapps Thank you once again!  You guys rock =D,positive
"I love that the CMTs have a live stream, but unfortunately there's no way I can stay up late enough to watch anymore ",negative
has a sliver in her hand from last night's kayaking excursion...ouch! ,negative
@PuffDaNess Damn right!! ,positive
@sandeewestgate http://twitpic.com/69xgf - you are so beautiful Sandee! i wuv you! kisses!!!  im comin to see you the end of June &amp; yo ...,positive
i've upload some pics at Twitpic! go check em out!  comment too eh? XD,positive
period. go away!  cramps cramps cramps,negative
"Absolutely hate fighting with loved ones. Breaks my heart and brings out the worst in me at the same time. Ugh.  (No, it wasn't Aaron.)",negative
so so tired ,negative
OOC: Where is everyone? ,negative
yay for the lake today ,positive
mmmm more cider today and chilling out ,positive
"bad workout.. only 32mins treadmills, 10mins cycling, 70mins swim..   si kunyuk mengurangi semangat renang gw",negative
@SuperiorEgo WHOA! OK BACK up there! NOT it at all! And I'd prefer you don't call me that. ,negative
Just put some new tracks up to share with you all: http://sites.google.com/site/mamayevasite/Home/tra Enjoy ,positive
At the boy's little bro's 21st. I feel old. ,negative
finally gonna turn in soon.... good night/morning world ,positive
Yao is out for the rest of the play offs ,negative
@wrecklessly @kittykittyws  Donunt tossing on his pole ,positive
I feel bad for my dad; his birthday isn't turning out to be a very happy one ,negative
@whizkidd hehehe! welcome to the real world buddy! ,positive
I'm not coming to London tonight. Give it another week. Â£20 + 5 hours on trains is just not worth it. Sorry @JimTangClan @TwigStopandchat ,negative
http://tr.im/ovJG Lomography is going to held a LC-A 25th Anniversary in Hong Kong on 19th. ,positive
is pumped! Brother has posted 1/2 my belongings from sunny UK today  I always said he was a good brother hahaha!!,positive
there is nothing on TV ,negative
I'm gonna cry if they lose.. ,negative
youtube.com Watching A &quot;Sonny With A Chance EP&quot;! ,positive
Serious kat? ,negative
@caiti4now same! except i've finished my maths... but yeh. I have nothing to do ,positive
ugh i hate cutting music ,negative
Spice up the heat ! ,positive
Grocery Store ,negative
@officialTila  hey why dont u write back ,negative
i really need to recover faster. i want to workkkk ,negative
Maybe scientists theories that time is speeding up is correct. Half way through the year already ,negative
@wickedlibrarian  LOL. They should add the  &quot;rod of judgement&quot; to their selection. You have been naughty while I slept - I missed the fun ,negative
Watching the hills.. I don't want @LaurenConrad to leave! ,negative
Fallen in love with Timo  He is so far away..,negative
Most of the Shenklets are at home. Just missing Auliya ,negative
"@wizzywow yh had to take it off  but showreel coming soon, minor",positive
Jonas- show-so funny ,positive
"@tommcfly http://twitpic.com/4ed3x - guys, smile ",positive
Guitar playing. Mum made loads of fruit salad for breakfast. Yay for her ,positive
glad to be home in my lovely house ... in my lovely bed  wish i didn't have exam tomorrow but once its done its done ... only 4 left ,positive
Done for today..yaaayyyyy.. But stil have stupid paper to write.. ,negative
The whole Twitterverse is totally in awe with the just release New Moon trailer. Books are great movie is ok but Bella  http://tr.im/n2Np,positive
Back from LA well 85% back damn I'm in my Obey tank and grey jeans and it looks cold as hell outside damn were not in SoCal anymore ,negative
Just wrote one of the most amazing fight scenes ever  it would so be nominated for best fight...maybe one day &lt;3,positive
@NotoriousJ_O_E Really?! Awh.  Me and JR are going on a walkkkk.,negative
@patrickmarsman Good morning! How are you? ,positive
"Getting ready for bed, had an interesting night. Glad to know what i do now  And for the last time, No, i do NOT text. euhh",positive
@DubarryMcFly My mum thinks the same + she wants diversty to win too lols. I dont want her too but im nearly sure she will.  xxx,negative
@nickjonas following me please  make me happy,negative
I can't end my twitter experience with an @ tweet. Does this mean I have a problem? My therapist won't like this. ,negative
"Ok, test successful~now it's just remembering the #fb for facebook! Maybe it's time for my chik ndl soup for this crappy sore throat now ",negative
@its_aygee lmaooo me and my sisters get sOo weak off that episode...especially she's &quot;evil&quot; raven...i almost be crying its too funny ,positive
@AMJarvis25 Awwwww. That's great. It's good they get along.  Soon they're BFF. ,positive
Graduation is less than a month away. What do girls wear at graduation? I am going to fall off the stage and kill the vice chancellor ,negative
"I'm a fishy too  rt@monchalee Pisces, Jun 1: Toss out the clutter in your life -- fears, doubts -- use the extra space to thrive.",positive
I no im not complaining you the one who dont want to stay up with me ,negative
@jordanknight http://twitpic.com/6tj23 - bwahaha meaning we love you too jordan hahaha ok its really early! u knw what we mean  sheesh,positive
"come on, someone must need a bed today. had a terrible week, and all on the back of a great one last week ",negative
"Morning  quite cloudy today, but not quite a bad day so far ",positive
"I have officially broken the 400 follower mark! Woo thank you everyone, especially to @Ste1987 for that last push! ",positive
"Preparing important note for to morrow on the survival of a company.  We have to think 'many times', there are many people involved ",negative
Why is @misshxoxo not looking forward to the weekend? Why so sad?  can I help you feel better?????????,negative
Hopefully #Squarespace can make monday seem less monday-ish with a free iPhone! ,positive
"My aunt's fiancï¿½e is now in Australia from Chile! He brought back Super 8s, Galleta Triton, Negrita and Big Time bubble gums!!! ",positive
Derek jeter is on first base yay ,positive
"@kkob hey, cheers for the follow and all that ",positive
No noise in the house... I miss my daughter. ,negative
Just got my salary!! ,positive
My wee mam got stung today. His arm all swollen ,negative
has confidence now that tennis will probably go ahead ,positive
Ah! Coldplay Concert equals epic!  God love those guys. .,positive
Hair and make up   u_u       I'm  officially  a partner in crime     Mr. Danger,positive
Lakers parade is absolutly destroying my commute. Booooooooo Lakers. ,negative
Jonas fest tonight ! Can't wait ,positive
I cant see my Fluffy.  &lt;15 in 1 day!!&gt;,negative
and Happy Mothers Day to All you Moms out there i hope you had a good day ,positive
@haley_helena Music IS religeon!! ,positive
I think my pre-exam panic is setting in. Oh. My. God I hope I don't fail tomorrow  (fyi it's commercial law tomorrow afternoon).,negative
@anshusroman 9 days for lines vines and trying times! xoxo twin ,positive
Learning WPF is a real test of strength. And I find MSDN guidance a bit lacking ,negative
"Been up since an ANNOYINGLY early hour for a Saturday, laying in bed attempting to fall back to sleep....it is evading me ",negative
@Edz62 Smokey &amp; the Bandit! Another Blue Monday!!! ,positive
@nhuff pinch Hailey. I bet that will move you to the front. ,positive
@selenagomez @ddlovato  Can't Wait For Princess Protection Program! ,positive
I work in 7 hours and I'm not sleeping yet. FML haha Tuesday needs to be here. ,negative
"i'm soo happy Smoke won the race! if anyone deserves it, it's definitely him! ",positive
"@Safer_Sephiroth Oh yes, I'm completely behind that. Hel's bells, I'd even do that WITHOUT a feasibility study! ",positive
FWD: lwmedium: Open your heart and soul and let the love flow in ,positive
@BlondLumberjack  not nice....this comment saddens me..... ,negative
I need to look at apartments tomorrow  ,negative
@EvilNanny How's the head?  ,positive
@HipplePatel what is 11more..? lets do it? lets do what ? ,positive
"@tommcfly @dougiemcfly @dannymcfly @mcflyharry Say hello to brazilian fans, we're all listening to BBC now! PLEASE ",positive
@TriBoomer are we still worthy of your tweets? ,positive
and i'll never get a ring on my finger  fml,negative
Trying to recover from too much beer lastnight. I have to get on a plane soon too   http://myloc.me/4PPY,negative
is at home againn  http://plurk.com/p/122kb5,negative
Just enjoying the guilty pleasure that is twitter ,positive
English to Brummie translator on Birmingham:It's Not Shit  translates Twitter as Twitter  #tlabd09,negative
@rustyrockets i tnk you need to make me smile today! because you never ever write back to me but you do to everyoneee else  x,negative
"@bestieverdid Under the circumstances when I wrote it, punctuation= most excellent. Strange Brew IS way too loud. Now for the drama of FD ",negative
I think @buckhollywood is fabulous! And follow @peterfacinelli and help him keep his actors chair in tact! ,positive
shower tiiiimeee.. then some funn ,positive
"why do little kids have a monopoly on the playgrounds? They were hogging the swings, so I had to go. ",negative
"twitter,facebook,myspace...no phone still ",negative
@larasati  that's okay dearie!  I invite @henrygerson too. Same case as you  It'll be fine.. ,positive
@JASEgroup  gotta love wordpress i decided to go to school for css design   with google wave on the horizon im inspired,positive
@eskimojoelted ill let you know when the doctor leaves ,positive
Where is food  - http://tweet.sg,negative
"nice weather in spring but everywhere in Fine Arts faulty smoking,   wished it was forbidden in campus",negative
@innloon3y when you coming over again? we miss your presence here ,negative
Yay. Today is a good day. One of my favorite movies is on.  God is good.,positive
I'm waiting at the VW garage for them to fix a small problem - then I'm going cruisin'!! ,positive
"___ugh, the other one was full of them . Sadness runs thru my veins ",negative
@coollike Why do you look so familiar? ,positive
@MollieOfficial i was meant to be seeing you guys in manchester tonight!! &lt;/3 ,negative
"@myhaloromance ooh, ok, yh i cn relate 2 tht. hope u feel better  x",positive
@melanieleonard yea hopefully it will go quick  yea I want it to be the weekend too xxx,positive
My financial situation is considerably depressing. *sighs* I need a job. If only people were actually HIRING. ,negative
@ShystieUK How come we never speak any more Shystie? It's emotional ,negative
If I don't help then people get on with it. If I help people complain they aren't getting enough help. Weird. that's why I like computers ,positive
Im Losing You by Corinne Bailey Rae.. I love this one.. I wonder how she's doing since losing her hubby    http://tinysong.com/4fam,negative
"such a beautiful ceremony tonight, congrats Josh &amp; Molly ",positive
it doesnt hurt. i didnt put sun tan lotion on my back..but everywhere else its tan ha ,positive
haha I'm bored too  it sucks,negative
LOL I LOVE &quot;IT&quot; WHICH I HAD A FRIEND LIKE HIM ,positive
Greetings from Pasadena!  Life is damn good,positive
"Back from town, stuck in a room all afternoon. So soul destroying. ",negative
@peterfacinelli I'd go with Cullen too..You have a cheesy smile as Cooper..lol..Good cheesy not bad..A thankyou would be nice? Please? ,negative
Once again hackedd by deandra suckaaaa ,positive
@neveyoung your welcome ,positive
@nickmileyjonas  tss. I wish I voted for Paramore. :/,negative
I DON'T REMEMBER ANYTHING AFTER BEINF ON THE FLOOR AND PUKING HOW THE FUCK DID I GET ON MY COUCH?????AND I FEEEL LIKE SHIT  AND SMELL,negative
Homework sucks and makes you hungry  going to buy a cookie now heh heh heh ^^ - http://tweet.sg,negative
revision ,negative
"@AdamBMusic LOL I just saw this. So mad that comments are cockblocked, I'm in the middle of reading them. ",negative
@MARKWEY Have a great day ,positive
" up early for dentist appt, stupid mom I'd've had all next week. This is why scheduling for me made me mad.",negative
@Steffers91 haha thanks. Goodnight &amp; sweet dreams. ,positive
@Alyssamatias -- Right! Deprivation is not the key to have a sexy body.  Let's go green! LOL,positive
@sonnyengineer  Ah dear..Two hundred and how much?!  er..For not having a problem..?Hate to know what he charges if you have one or two ,negative
@toddginsberg There's actually a Wig Shop in downtown San Mateo I had my eye on ,positive
Off to hit the sack! Night tweeps ,positive
Off to the observatory overnight with friends and red wine to check out the stars  Out of Ulaanbaatar=great night skies,positive
"lettin her borrow MY halo for a lil while...hope to get it back undamaged one day....    in San Jose, CA",negative
@cjdeacosta good luck! Most of them are nice on the first meeting.Haha wait til you get to know her more ,positive
@jameschau I've got acquainted with a boy in CCTVduring my internship.He mentioned your perfectness.Hope to communicate with you oneday ,positive
Looking forward to 90210 tonight! MIssed last weeks ,negative
My grandad's really sick ,negative
Well.. Just left Michael @ the airport  3 weeks on a european USO tour! Miss him already!,negative
... 7 days till summer prom.. ,positive
@ElliFordyce I'll do my best. ,positive
My Internet is back  5 days without it were terrible,positive
Washing machine is destined for the big scrap yard in the sky. Circuit board gone - too costly to fix  Bang goes my spinning wheel,negative
Liked &quot;Panda Falls Down. NOOO!  (via http://ff.im/2so8w)&quot; [pic] http://ff.im/2wA0X,negative
Got a slap on the wrist from Twitter for allowing Phishermen into my account ,negative
@lizhenry we haven't heard from her or sha. ,negative
"Oh no, baby's awake. There goes my F1 watching. Yet another DNF ",negative
"Oh Hi there, Oh look at the time, Bye there ",positive
loving the sun! =] ..........worried about INdy tho!! :S poor cat gotta have a blood transfusion ,negative
"@jeffke4ole I am feeling more positive now than I have felt in months, maybe more than a year. So yes, today finds me well. ",positive
hot french boy in my class. all of a sudden my day just got better ,positive
@lilyroseallen  Morning! Hows Nice shaping up? To your likes? I hate the spiteful comments towards you  Todays the Final!,negative
"Hell, why do I suck at art? ",negative
@mistyxlameface Hahah yeah i counted like 5 mins after i got my ticket  guilty lol,negative
@AnthonyHocken Dude thats really distrubing now i'm not feeling good  - Ant,negative
THANX @nini1012 for getting that damn song stuck in my head  â«âª LOL SMILEY FACE...LOL SMILEY FACE...â«âª,negative
@nmhrbrtsn argh  why didn't you bring food for megabus! sillly.,negative
@StaceShort I love the rain too... it's hardly raining here ,negative
@ddlovato Why are you &quot;  &quot; ? :o,negative
chiiling at the house and is SUPER HUNGRY!!!!!!!!!!! ,negative
Got to go see Live with my boyfriend! Then slept in my moms classroom because she was in charge of a night long class moneymaking scheme ,positive
Time to go back to reality Miami I must bid u adieu  don't worry ill be back,negative
Aww! that's like the 4th death I'd heard about in the last few days. ,negative
@evanbirch you have no idea how bad my tan lines are. ,negative
@nickybyrneoffic. Its pooring down in North Wales &amp; cold! ,negative
@shanedawson W0))0 cant wait ,positive
"is sittin in a computing lecture, but the lecturer is 20 mins late ",negative
"@MaryRincon its mystery disease, i'm negative for both swine and strep. Docs said to just stick it out ",negative
its a new day.. going to work with this really bad headache  oh well..,negative
@dotfortune  that sucks! have someone film it.,negative
Is home with Travis and eating Cinnabon! YUM ,positive
Good Morning ;) I'm so fu**ing tired...Can I go to bed again please? ,negative
Goin to the pub  lol,positive
@jimmycarr The lion was like wayyyy better than the tin man buts ,positive
"@christinawrites Jon put it out there, so let him tell us   So I wonder who it would be.. My money is on Jon, it's always the quiet ones!!",positive
ganna go  pick my brother and sister from school  No school ans its monday !!! ,negative
Hmmm. Power's out... Guess I'm going to bed early! ,negative
"@AntEscrow ugh, i was tired sir. you came to late ",negative
Good news - went frolicking in the sun. Bad news - got the first sunburn of the season. ,negative
This coming week (May 15th) Angels and Demons is going to be released in theaters and I'm so excited to watch it  Gotta Luv Tom Hanks !!!!,positive
woo well done nadine ,positive
@cheesteak: Blender Theater at the Gramercy in NY  they were AMAZING.,positive
"just had a nice chat with my mom, can't wait till my vacation at the end of the month. we're going to be tourists on the island ",positive
typical! First sign of not perfect weather and the trains run late! And I wore sensible shoes to overcome miscalculation today ,negative
"Is sad, Len has left on a jet plane, don't know when he'll be back again. ",negative
@LizAdams_ its all the twittering you twitter whore. you didnt reply to me asking about town either you know ,negative
@iRox meh... not terrible... you decide.  Can you tie die? er... tie dye ,positive
"terrified for finals week, why does it have to be nice out today ",negative
"@vonbourbon ohhh ok, its just me going &quot;hope youre ok!&quot; and its ok. thats what team cabaret sos is for! ",positive
Note to all I love: NEVER touch the spoon that stirred the sugar that was carmelizing on the stove! It's the burn that keeps on burning ,negative
I have finallyy signed into my Twitter account!! ,positive
Totally random...my new Bare Escentuals lipgloss makes me so happy! Tastes like a cupcake ,positive
"@Dannymcfly danny, had you got a blue rat? please, say that you still with him ",negative
@inkgypsy I could try to sweet talk it out of him. ,positive
"@MieAase: ahhhk, usually when im not home i use www.ebuddy.com, but.. my school blocked it after a while ",negative
@erinbatt It's not just you... it does feel emptier  Not a peep...,negative
"@shaunjumpnow ignore them, then kick them in the shins ",positive
Looking forward to a weekend with everyone home again! Then Robert is off to camp     I am going to miss my little Video game Guru...,negative
"@tommcfly I hate my life Tom! why you only respond Demi Lovato? Is unfair! I'm your fan too! I only wanted that you answer me, just it! ",negative
@xlilcutiepie oh i know the feeling ,positive
@WHpopstar Thanks ,positive
"Cooked breakfast, cleaned dishes, did laundry, cleaned house. Now got to cut grass ",negative
likes this tan ,positive
Went to check out another dog for Simon and Olivia but not sure she's the right one yet.  We'll keep trying though ,positive
"enjoying listening to the rain fall as I prepare for a conference call at work.... a meeting later today, then to relax tonight ",positive
@loosho PLEASE CHECK THIS PIC AND COMMENT   http://twitpic.com/6fl6k ME IN A MAGAZINE OF MY CITY BRITNEY RELATED,positive
Has a icky feeling stomach ,negative
why do i keep waking up this early its 1027am i should still be in bed ,negative
Poor John.. that sounds really nasty ,negative
Tummy Ache ,negative
"Big accident outside sisters neighborhood, don't think I'll make it to the movies ",negative
@kipperdoodle Good Morning crazy Kitty  Have a great day and great weekend!,positive
@joe_girl no my last VIP was in Jones Beach  wish i was doing more..i miss getting hugs,negative
I was screaming cause I actually thought Katy Perry was finally following me on twitter. :| False alarm.  so disappointed.,negative
"@rmam68 Wow, u had to work late today! Yes, go home &amp; get some rest!! ",positive
@TMOsborne thanks! We beat the rain which was good ,positive
right....bit of eclipse and bed i think...ooooh and some cookies....perfect ,positive
@Skye_Escobar Yeah I agree...I do not know why he would do that  Then to say it and leave....very harsh!,negative
I should probably stop before people stop following me lol ,positive
Just swam in an empty swimming pool in Manchester. 354 mile drive home now ,positive
A car accident is a great f-ing way to start the day ,negative
@octoberzombie I wish I were there!!!  Hope she feels better soon   Give her kisses for me!,negative
My back hurts ,negative
ahh MTV awards &amp; My favourtie person in the whole wide world MILEY won!   ahh iloveeherr,positive
det_michy http://znl.me/6YOWO - im doing good. only a little under 60 days until the big day ,positive
"@juuleeya As I said before, you're too much the optimist.  ",positive
Nein nein nein nein nein! Diese Woche war einfach so hardcore und hardcore traurig ,negative
A Stroke Of Color - A new favorite: ChG Pink-Rox-E  http://tinyurl.com/nsps28,positive
I had a really good day yesterday. Hopefully that will apply to today as well. ,positive
719in with Haze @mr_1of1 @jesserankins @tcherryx @wells334 and MooMoo!!!  @etrez where u atttt foooo?? its a @myMovement family day! lol!,positive
Heyos  work time.,positive
@niceuhh i saw that episode the other day! ,positive
"@trent_reznor so I am proud that you have been able to stay sober as well, ",positive
Wild night. Feet r all bruised up from bein stepped on  I'm exhausted. Gotta be up gettin ready for work in 3 hours...,negative
I'm tweetless without miPhone   can't wait for the new one...which is shipping from....china?,negative
@Abcmsaj ha ha ha ha ha. i wouldent buy it even if it did. or would i...... yes i probly would ,negative
I really wish Stephen wouldn't of joined the National Guard. And now Daniel's joining the Navy. Sigh. ,negative
hi princess ;-p Thank God...a3t8ed eno everything is alright.. bs a5bar shsmh mato9al ,negative
"Hello Twits, was kidnapped yday but now I'm bizaaaack... 4days till my bday &amp; I still haven't started partyin ",negative
Alex how could you?!? ,negative
"Excited for tomorrow night, going to see the Hannah Montana movie. ",positive
"today is monday  back to work i go from enjoyn two days off  beyonce is coming to phx,az july 7th,you kno i plan on going",positive
Catty tonighttttttt ,positive
@MPsLadyScorpio dont rub it in ,negative
Make a mess is almost over  but it's cool everyone was amazing!,negative
"@erikteichmann Ah, that's convenient. Glad to see it's coming to use finally ",positive
And a certain someone in the office (who is just back from holiday) wont shut her mouth! I mean it was a holiday for us too! ,negative
@alumtweet Diamond Bar High School isn't on there ,negative
has a new toy....dell mini 9 ,positive
"#marsiscoming I'm missing everything, what a time to go away. ",negative
"@tomfelton Hey, was wondering how can i get your Autograph ?x  have a nice night .",positive
has now got twitter well obviously ,positive
@djsaki HAHA! Say hi to all the nom noms there for me. ,positive
@AgooAustralia yep go it... Send me your actual email address so we can discuss further ,positive
I can't believe were half way through Sunday already! ,negative
"Finally got a PAUSE userID, now... I only have to have something worth adding to CPAN. ",positive
"@EBJohns11 Nice job on the vid, EB! Watching your vids takes me back to Vegas every time  Keep it up!",positive
@VH1Hoopz talk about you and me    lmaooooo jk *i think*,positive
"@cosleia Well, we have them, but they don' t really work for me. They're fine for David, but the window's on my side &amp; I sleep facing it! ",negative
"@jonaskevin haha i understand , oh gosh,, where is Joe?, hope u reply me tomorrow ",negative
I think i'm broke again.  :\,negative
@paulbazinet  Added you back; have fun up there; I've got to suffer 2 days of reading tweets before I get to sample anything ,positive
I think it's going to be a pretty day ,positive
@pim2005 lol I've never completed any ,negative
@heathmacmillan Grats!  You're buying next Friday ,positive
omg u meanies said u didnt miss me ,negative
"@Flamenkers it's got to beat the hell out of chasing sheep in casper wyoming, where i am wasting away ",negative
Off to rent my movie for the girls night. ,positive
@Chinkyeyesz oh geez! please dun ask .. Magic vs Cavs .. MAGIC won ,negative
@jkldesign Ahhh so jealous. Where are my crepes ,positive
Playing guitar and chatting on MSN. My fingertips are very sore from doing both of these...  But it's fun XD,negative
I don't kno what that thing was at the end of my tweet...but don't click it. Thanks ,positive
"@b0wdy : 3 years is a long one.  Time to rev our engines up, dude ",positive
"why did i choose MBA!!!! whats the point in doing 1 thing that everyone else is doing, i thought it didn't need brains  uaaaaaa",negative
"@sanguish Yep, us management types just loaf around before WWDC.   Get to sleep, dude!",positive
@britruxpin http://twitpic.com/6bkkb - sweet. i always enjoy finger waves. and skulls ,positive
@NikkiBenz You're coming to the east coast? What are you up to in Portland? I hope you enjoy our crazy weather while you're here. ,positive
Thank you muchly for the #ff's guys!! I may not get chance to do many/any today.....going away is imminent....scary road trip! ,positive
@jodikicksass I didn't switch due to a book or anything.. so it wasn't too hard for me.. I don't dream of cheeseburgers or anything ,positive
tummy hurts sooo badly ,negative
@kimshand thanks for the #FF mention ,positive
"@Paplace08 I'm actually staying in Soho!  But yea, I definitely want to see little Italy ",positive
"@dougiemcfly DOUGIE, if you don't talk to me, I'll be forced go to your home and kiss you, hm. haha, you're bad, you never answer! BAD! ",negative
"Peter Facinelli came with his harley, and he's gone now. That was too short! ",negative
@LaaurineJ sooooo far away. my friend has visited france once. and im envy of her ,negative
I saw @paigejavier at Mary Grace! ,positive
"@sploshy  hopefully they have a great night, I just saw the pics of them in their 38 Chevy - cute",positive
@livnb yeah that would just be mean! ,negative
made it home from soc. dept. party w/out making an ass of myself  and I got a cool mug. lol.,positive
Its really a shame we can nvr be on time... 3 shows and still haven't seen jabbas on summer tour ,negative
Having a long talk with the beyotch (@guadalupe1991) ,positive
"So fucking busy today! No time for food, water, or even to pee!  tired",negative
I think im going to die today. Sounds better than feeling like vomiting. ,negative
"@brittanny Hugs? that's all you offer? then I guess I'm not visiting! :p I can't come due 2 work, but I'm sending out karma treats! ",positive
Bleh. Tired. Work tomorrow ,negative
"Happy Mother's Day! This is what I go my ma: http://tinypic.com/r/ounmmo/5 Yes, those are real diamonds  What did you do for your mother?",positive
@artimentary ah but without shopping you couldn't buy art - see?!  (@betsydet),positive
@chictopia yes! And adopt one from petfinder.com!! That's where I found my loveavle pup. ,positive
Bloc party puts me in a good mood.  On my way to Tucson for the night.,positive
@Highwick  - Hi Nick - thanks for connecting on Ecademy -  my hands are &quot;bound&quot; there  - Frieke.  http://freiia112.blogspot.com,positive
I'm in Daydream ,positive
my derby horse didn't win  bad times,negative
@ShutterBugMomma sounds like a plan!!! ,positive
fell over in estab last night and my head still hurts  hypochondria is making me fear internal bleeding haha,negative
"R.I.P Farrah Fawcett..You will be missed  Our hearts go out to your family, friends, and loved ones...",negative
revising french again . have to set the test again ,negative
@HellyGrace good morning! ,positive
my head is uber full of snot. ,negative
i'm getting two duckies! ,positive
"oh hey look, this Guinness has a shamrock on top! (sorry, @tameraclark  )",negative
@RealDMitchell Watching it on iPlayer now.. pleasant surprise when I saw you were hosting! Very funny ,positive
dance. gym. more dance. homwork. dress shopping for graduation ,positive
Has RMPS exam at 1. History tomorrow at 9. And gets to round off the week with Art on Friday at 9. YAY ,negative
Was Phil Spectors twitter an elaborate (ish) hoax? ,negative
On my way back from wales  going to a bbq now. Today has been lush ,positive
@gerald21pa I know I'm hard to put up with sometimes. sowwy poppa ,negative
Keen not to repeat my mistake of yesterday: dressing like a man who has come to repair the photocopier ,negative
http://twitpic.com/6vdgm - God dont need no Dam!!  cute but funny church sign!,positive
@LucyMcFly thanks for being my 350th follower ,positive
"Excellent day, but slightly sunburnt and left my jacket on the train. Went to look when the train came back but it was gone ",negative
@TeachMeTeriBeri am sorry bestie didn't know that u wanted to  lol,negative
@phillprice i am indeed self hosted so will check that out!  Thank You!,positive
Still enjoying the Dr Who marathon. ,positive
"@DrOz No, but it does look like fun.  ",positive
"thank you J for your order, enjoy the Sweets! ",positive
@foilly oh no! that's a shame  you'll have to find them the next time tim passes through. or organise a sydney feeter convention.,negative
@alcanterbury No way to get there. ,negative
Seriously sore from Gym  OuCh!!,negative
OMG my twitter is bein silly   ,negative
Still working on school work ,negative
"my hair look's like crap right now ! sometimes i just want to shave my head, and go all britney spears on y'all ",positive
Just had a 30 min standoff in my bathroom w/a spider. He won. Somehow I lost him &amp; now my apartment smells like raid. Kind of a lose/lose ,negative
wanna meet @jonasbrothers &amp; @ddlovato so bad ,negative
Living on my own in 21 days!  In suchhh a party mood. too bad I can't go out. Sucks. ,negative
"@HiPPiEHO Iï¿½m sorry honey^^ But today I just canï¿½t leave my mommy ;D Another day? Iï¿½d love it  Pls donï¿½t be sad.. xD You ainï¿½t, right?! =*",positive
after one week holiday off to work---hahaha ,negative
I lurrve my new theme/layout! ,positive
@yelyahwilliams oh and good luck in your show ,positive
@mariancall buy it and bring it up here I would love a turtle! had one and had to give it away ,negative
"Right, on my way. I wonder if I will manage a tweet from the airport! It'll be my first airport tweet haha. See you on the other side! ",positive
Not seeing the potential of all this FREE traffic? You might need to check your own pulse!   http://tinyurl.com/qqw2yd,positive
scrambling to find people to help me move my furniture....since my ading is sick and can help me move anymore. ,negative
Nyappy mother's day to your mom's. ,positive
@Heidi422 of course! And with flames hats. ,positive
"If only this week can top the last one... Whatever the case, there ain't nothing better than the summer in the Northwest... ",positive
&quot;tweetie can not be bought at the moment&quot; ...  #iphone #appstore,negative
"@followthatdog well honey, you're not a NEW favorite. You've been a face for a long time silly.  #gf",positive
"well, i'm going to sleep. i'm fucking tired. bye bye ",negative
"@macknick yknow. check something out: sweetl.neekoid.com. Its in early stages, not even styled at this point, but its mine ",positive
So I like what I see when I'm looking at me when I'm walking pass the mirror..sing with me ,positive
"@mojustice it's in the Constitution I think, must admire and know great Americans. ",positive
Something different..   http://bit.ly/19OlNC,positive
Found more copy and pasted code  need to re-re-re-educate people....,negative
7 pounds was intense.. I loved it..I reccommend everyone to watch it ,positive
just talked to my beau.. he's 330 miles away in a college town hopefully not partyin it up w/ some b****s  i miss him,negative
"@TalentAgentLA thx! I'll give a call to sag on this, would love to do it of course, sounds like it could be a gray area. Thanks! ",positive
is in the office doing some marking and grading. ,negative
 I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.,negative
"@MadBleuz ... in God now. M made me questionned myself and the world around me, and i just .. changed, i feel much better now  the red ..",positive
